message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.753086706";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.736373822";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.720617909";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.704912454";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.689071033";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.672357272";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.656794678";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.640370084";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.624887022";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.608451936";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.592994537";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.576497909";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.560929395";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.544484086";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.528961612";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.512495726";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.497028998";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.480512370";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.464992293";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.448552727";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.432121311";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.416664218";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.401021526";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.384247644";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.368509440";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.352687729";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.336913192";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.321126043";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.304304680";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.288661933";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.272078857";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.256649293";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.241073986";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.224481359";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.208080597";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.192696968";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.176280630";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.160761704";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.144190796";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.128576473";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.112071457";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.096661177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.080128282";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.064691897";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.048179491";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.032753777";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.016291727";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668735.000860861";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.984513249";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.968205399";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.952862630";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.936429471";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.920835809";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.904209473";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.888683215";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.872194921";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.856713052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.841222104";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.824541151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.809000836";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.793188133";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.776370789";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.760537696";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.744844068";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.728125193";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.712660083";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.696181656";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.680721652";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.665091224";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.648298649";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.632596453";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.616858879";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.600387295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.584665099";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.568250724";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.552812008";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.536220666";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.520466929";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.504808485";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.488367495";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.472881249";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.456393986";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.440946998";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.424454187";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.408871606";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.392308288";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.376610079";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.360932848";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.345167368";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.328427260";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.312649700";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.296783553";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.280106129";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.264721331";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.248303018";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.232911657";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.216453536";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.200990402";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.184471668";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.169000191";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.152525852";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.136083427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.120672479";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.104223752";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.088856577";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.072460316";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.056055229";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.040641967";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.024226265";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668734.008847106";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.992419108";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.976043873";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.960663046";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.945110045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.928393121";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.912859778";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.896330866";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.880643368";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.864630375";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.848754262";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.832946349";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.817095225";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.800310967";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.784511652";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.768781903";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.753031383";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.736344946";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.720680247";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.704933488";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.688270961";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.672693679";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.657108719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.640598962";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.625089795";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.608461105";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.593001159";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.576422006";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.560955691";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.544410910";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.528880832";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.512379502";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.496944086";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.480483118";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.465059850";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.448579493";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.432178292";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.416725706";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.400353694";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.384894768";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.368427428";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.544445])";"30";"turtlesim";"1736668733.352992589";"./src/turtle.cpp:update:260"
